Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008
"06037503202","14000US06037503202","Census Tract 5032.02","Census Tract 5032.02, Los Angeles County, California","ca","140","00","ACSSF","0005373",,,,,"06","037",,,,"503202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3286,601,919,1320,254,89,103,0,18.29,27.97,40.17,7.73,2.71,3.13,0
"06037503301","14000US06037503301","Census Tract 5033.01","Census Tract 5033.01, Los Angeles County, California","ca","140","00","ACSSF","0005374",,,,,"06","037",,,,"503301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323,136,582,1100,306,158,41,0,5.85,25.05,47.35,13.17,6.8,1.76,0
"06037503302","14000US06037503302","Census Tract 5033.02","Census Tract 5033.02, Los Angeles County, California","ca","140","00","ACSSF","0005375",,,,,"06","037",,,,"503302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,500,1643,1456,481,122,40,7,11.77,38.67,34.27,11.32,2.87,0.94,0.16
"06037503401","14000US06037503401","Census Tract 5034.01","Census Tract 5034.01, Los Angeles County, California","ca","140","00","ACSSF","0005376",,,,,"06","037",,,,"503401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4428,458,1265,1415,749,515,15,11,10.34,28.57,31.96,16.92,11.63,0.34,0.25
"06037503402","14000US06037503402","Census Tract 5034.02","Census Tract 5034.02, Los Angeles County, California","ca","140","00","ACSSF","0005377",,,,,"06","037",,,,"503402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2771,220,705,852,617,302,65,10,7.94,25.44,30.75,22.27,10.9,2.35,0.36
"06037503501","14000US06037503501","Census Tract 5035.01","Census Tract 5035.01, Los Angeles County, California","ca","140","00","ACSSF","0005378",,,,,"06","037",,,,"503501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4004,620,1399,1268,479,188,50,0,15.48,34.94,31.67,11.96,4.7,1.25,0
"06037503502","14000US06037503502","Census Tract 5035.02","Census Tract 5035.02, Los Angeles County, California","ca","140","00","ACSSF","0005379",,,,,"06","037",,,,"503502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198,285,1063,1256,495,99,0,0,8.91,33.24,39.27,15.48,3.1,0,0
"06037503601","14000US06037503601","Census Tract 5036.01","Census Tract 5036.01, Los Angeles County, California","ca","140","00","ACSSF","0005380",,,,,"06","037",,,,"503601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3068,300,832,1115,565,196,22,38,9.78,27.12,36.34,18.42,6.39,0.72,1.24
"06037503602","14000US06037503602","Census Tract 5036.02","Census Tract 5036.02, Los Angeles County, California","ca","140","00","ACSSF","0005381",,,,,"06","037",,,,"503602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052,214,737,1009,731,242,78,41,7.01,24.15,33.06,23.95,7.93,2.56,1.34
"06037503701","14000US06037503701","Census Tract 5037.01","Census Tract 5037.01, Los Angeles County, California","ca","140","00","ACSSF","0005382",,,,,"06","037",,,,"503701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3405,389,858,1365,556,211,14,12,11.42,25.2,40.09,16.33,6.2,0.41,0.35
"06037503702","14000US06037503702","Census Tract 5037.02","Census Tract 5037.02, Los Angeles County, California","ca","140","00","ACSSF","0005383",,,,,"06","037",,,,"503702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736,312,1126,1539,405,304,50,0,8.35,30.14,41.19,10.84,8.14,1.34,0
"06037503703","14000US06037503703","Census Tract 5037.03","Census Tract 5037.03, Los Angeles County, California","ca","140","00","ACSSF","0005384",,,,,"06","037",,,,"503703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5867,629,1048,1548,1937,428,162,115,10.72,17.86,26.38,33.02,7.3,2.76,1.96
"06037503801","14000US06037503801","Census Tract 5038.01","Census Tract 5038.01, Los Angeles County, California","ca","140","00","ACSSF","0005385",,,,,"06","037",,,,"503801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,264,610,988,477,162,39,14,10.34,23.88,38.68,18.68,6.34,1.53,0.55
"06037503802","14000US06037503802","Census Tract 5038.02","Census Tract 5038.02, Los Angeles County, California","ca","140","00","ACSSF","0005386",,,,,"06","037",,,,"503802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3547,298,630,1241,985,365,12,16,8.4,17.76,34.99,27.77,10.29,0.34,0.45
"06037503901","14000US06037503901","Census Tract 5039.01","Census Tract 5039.01, Los Angeles County, California","ca","140","00","ACSSF","0005387",,,,,"06","037",,,,"503901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055,141,543,933,261,129,38,10,6.86,26.42,45.4,12.7,6.28,1.85,0.49
"06037503902","14000US06037503902","Census Tract 5039.02","Census Tract 5039.02, Los Angeles County, California","ca","140","00","ACSSF","0005388",,,,,"06","037",,,,"503902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3248,322,842,1204,537,293,24,26,9.91,25.92,37.07,16.53,9.02,0.74,0.8
"06037504001","14000US06037504001","Census Tract 5040.01","Census Tract 5040.01, Los Angeles County, California","ca","140","00","ACSSF","0005389",,,,,"06","037",,,,"504001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,186,491,804,514,230,116,35,7.83,20.66,33.84,21.63,9.68,4.88,1.47
"06037504002","14000US06037504002","Census Tract 5040.02","Census Tract 5040.02, Los Angeles County, California","ca","140","00","ACSSF","0005390",,,,,"06","037",,,,"504002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3384,279,983,1015,741,307,35,24,8.24,29.05,29.99,21.9,9.07,1.03,0.71
"06037504101","14000US06037504101","Census Tract 5041.01","Census Tract 5041.01, Los Angeles County, California","ca","140","00","ACSSF","0005391",,,,,"06","037",,,,"504101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3580,830,1031,1040,485,164,28,2,23.18,28.8,29.05,13.55,4.58,0.78,0.06
"06037504102","14000US06037504102","Census Tract 5041.02","Census Tract 5041.02, Los Angeles County, California","ca","140","00","ACSSF","0005392",,,,,"06","037",,,,"504102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,0,0,0,0,0,100,0,0,0,0,0
"06037530003","14000US06037530003","Census Tract 5300.03","Census Tract 5300.03, Los Angeles County, California","ca","140","00","ACSSF","0005393",,,,,"06","037",,,,"530003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2418,267,405,797,614,190,74,71,11.04,16.75,32.96,25.39,7.86,3.06,2.94
"06037530004","14000US06037530004","Census Tract 5300.04","Census Tract 5300.04, Los Angeles County, California","ca","140","00","ACSSF","0005394",,,,,"06","037",,,,"530004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331,470,667,647,313,179,48,7,20.16,28.61,27.76,13.43,7.68,2.06,0.3
"06037530005","14000US06037530005","Census Tract 5300.05","Census Tract 5300.05, Los Angeles County, California","ca","140","00","ACSSF","0005395",,,,,"06","037",,,,"530005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2998,356,526,946,952,198,0,20,11.87,17.55,31.55,31.75,6.6,0,0.67
"06037530006","14000US06037530006","Census Tract 5300.06","Census Tract 5300.06, Los Angeles County, California","ca","140","00","ACSSF","0005396",,,,,"06","037",,,,"530006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925,360,692,906,721,179,61,6,12.31,23.66,30.97,24.65,6.12,2.09,0.21
"06037530101","14000US06037530101","Census Tract 5301.01","Census Tract 5301.01, Los Angeles County, California","ca","140","00","ACSSF","0005397",,,,,"06","037",,,,"530101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3539,1183,989,956,304,101,0,6,33.43,27.95,27.01,8.59,2.85,0,0.17
"06037530102","14000US06037530102","Census Tract 5301.02","Census Tract 5301.02, Los Angeles County, California","ca","140","00","ACSSF","0005398",,,,,"06","037",,,,"530102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3703,1290,1104,756,459,73,21,0,34.84,29.81,20.42,12.4,1.97,0.57,0
"06037530202","14000US06037530202","Census Tract 5302.02","Census Tract 5302.02, Los Angeles County, California","ca","140","00","ACSSF","0005399",,,,,"06","037",,,,"530202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3031,976,724,858,350,66,44,13,32.2,23.89,28.31,11.55,2.18,1.45,0.43
"06037530203","14000US06037530203","Census Tract 5302.03","Census Tract 5302.03, Los Angeles County, California","ca","140","00","ACSSF","0005400",,,,,"06","037",,,,"530203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936,607,493,545,231,49,11,0,31.35,25.46,28.15,11.93,2.53,0.57,0
"06037530204","14000US06037530204","Census Tract 5302.04","Census Tract 5302.04, Los Angeles County, California","ca","140","00","ACSSF","0005401",,,,,"06","037",,,,"530204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2635,508,706,838,324,235,0,24,19.28,26.79,31.8,12.3,8.92,0,0.91
"06037530301","14000US06037530301","Census Tract 5303.01","Census Tract 5303.01, Los Angeles County, California","ca","140","00","ACSSF","0005402",,,,,"06","037",,,,"530301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433,670,257,320,129,42,4,11,46.76,17.93,22.33,9,2.93,0.28,0.77
"06037530302","14000US06037530302","Census Tract 5303.02","Census Tract 5303.02, Los Angeles County, California","ca","140","00","ACSSF","0005403",,,,,"06","037",,,,"530302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765,1825,1161,1113,483,145,33,5,38.3,24.37,23.36,10.14,3.04,0.69,0.1
"06037530400","14000US06037530400","Census Tract 5304","Census Tract 5304, Los Angeles County, California","ca","140","00","ACSSF","0005404",,,,,"06","037",,,,"530400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298,645,710,360,405,115,37,26,28.07,30.9,15.67,17.62,5,1.61,1.13
"06037530500","14000US06037530500","Census Tract 5305","Census Tract 5305, Los Angeles County, California","ca","140","00","ACSSF","0005405",,,,,"06","037",,,,"530500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610,1038,617,660,250,6,39,0,39.77,23.64,25.29,9.58,0.23,1.49,0
"06037530601","14000US06037530601","Census Tract 5306.01","Census Tract 5306.01, Los Angeles County, California","ca","140","00","ACSSF","0005406",,,,,"06","037",,,,"530601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945,808,334,542,223,30,0,8,41.54,17.17,27.87,11.47,1.54,0,0.41
"06037530602","14000US06037530602","Census Tract 5306.02","Census Tract 5306.02, Los Angeles County, California","ca","140","00","ACSSF","0005407",,,,,"06","037",,,,"530602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054,436,264,173,166,15,0,0,41.37,25.05,16.41,15.75,1.42,0,0
"06037530700","14000US06037530700","Census Tract 5307","Census Tract 5307, Los Angeles County, California","ca","140","00","ACSSF","0005408",,,,,"06","037",,,,"530700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499,674,263,406,138,18,0,0,44.96,17.55,27.08,9.21,1.2,0,0
"06037530801","14000US06037530801","Census Tract 5308.01","Census Tract 5308.01, Los Angeles County, California","ca","140","00","ACSSF","0005409",,,,,"06","037",,,,"530801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,1737,659,582,399,60,0,21,50.23,19.06,16.83,11.54,1.74,0,0.61
"06037530802","14000US06037530802","Census Tract 5308.02","Census Tract 5308.02, Los Angeles County, California","ca","140","00","ACSSF","0005410",,,,,"06","037",,,,"530802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146,860,476,568,155,76,5,6,40.07,22.18,26.47,7.22,3.54,0.23,0.28
"06037530901","14000US06037530901","Census Tract 5309.01","Census Tract 5309.01, Los Angeles County, California","ca","140","00","ACSSF","0005411",,,,,"06","037",,,,"530901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323,1123,601,386,170,43,0,0,48.34,25.87,16.62,7.32,1.85,0,0
"06037530902","14000US06037530902","Census Tract 5309.02","Census Tract 5309.02, Los Angeles County, California","ca","140","00","ACSSF","0005412",,,,,"06","037",,,,"530902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395,1041,560,489,278,27,0,0,43.47,23.38,20.42,11.61,1.13,0,0
"06037531000","14000US06037531000","Census Tract 5310","Census Tract 5310, Los Angeles County, California","ca","140","00","ACSSF","0005413",,,,,"06","037",,,,"531000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3019,1483,708,661,106,61,0,0,49.12,23.45,21.89,3.51,2.02,0,0
"06037531101","14000US06037531101","Census Tract 5311.01","Census Tract 5311.01, Los Angeles County, California","ca","140","00","ACSSF","0005414",,,,,"06","037",,,,"531101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2946,1489,630,524,276,18,0,9,50.54,21.38,17.79,9.37,0.61,0,0.31
"06037531102","14000US06037531102","Census Tract 5311.02","Census Tract 5311.02, Los Angeles County, California","ca","140","00","ACSSF","0005415",,,,,"06","037",,,,"531102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932,919,355,487,118,49,4,0,47.57,18.37,25.21,6.11,2.54,0.21,0
"06037531201","14000US06037531201","Census Tract 5312.01","Census Tract 5312.01, Los Angeles County, California","ca","140","00","ACSSF","0005416",,,,,"06","037",,,,"531201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3195,1837,626,541,136,55,0,0,57.5,19.59,16.93,4.26,1.72,0,0
"06037531202","14000US06037531202","Census Tract 5312.02","Census Tract 5312.02, Los Angeles County, California","ca","140","00","ACSSF","0005417",,,,,"06","037",,,,"531202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2717,1591,576,362,91,97,0,0,58.56,21.2,13.32,3.35,3.57,0,0
"06037531301","14000US06037531301","Census Tract 5313.01","Census Tract 5313.01, Los Angeles County, California","ca","140","00","ACSSF","0005418",,,,,"06","037",,,,"531301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2762,1478,699,477,41,60,7,0,53.51,25.31,17.27,1.48,2.17,0.25,0
"06037531302","14000US06037531302","Census Tract 5313.02","Census Tract 5313.02, Los Angeles County, California","ca","140","00","ACSSF","0005419",,,,,"06","037",,,,"531302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3533,1735,854,727,151,12,54,0,49.11,24.17,20.58,4.27,0.34,1.53,0
"06037531502","14000US06037531502","Census Tract 5315.02","Census Tract 5315.02, Los Angeles County, California","ca","140","00","ACSSF","0005420",,,,,"06","037",,,,"531502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931,1138,324,394,60,5,10,0,58.93,16.78,20.4,3.11,0.26,0.52,0
"06037531503","14000US06037531503","Census Tract 5315.03","Census Tract 5315.03, Los Angeles County, California","ca","140","00","ACSSF","0005421",,,,,"06","037",,,,"531503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545,722,352,424,39,8,0,0,46.73,22.78,27.44,2.52,0.52,0,0
"06037531504","14000US06037531504","Census Tract 5315.04","Census Tract 5315.04, Los Angeles County, California","ca","140","00","ACSSF","0005422",,,,,"06","037",,,,"531504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637,1234,739,497,153,14,0,0,46.8,28.02,18.85,5.8,0.53,0,0
"06037531602","14000US06037531602","Census Tract 5316.02","Census Tract 5316.02, Los Angeles County, California","ca","140","00","ACSSF","0005423",,,,,"06","037",,,,"531602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2724,1288,706,578,152,0,0,0,47.28,25.92,21.22,5.58,0,0,0
"06037531603","14000US06037531603","Census Tract 5316.03","Census Tract 5316.03, Los Angeles County, California","ca","140","00","ACSSF","0005424",,,,,"06","037",,,,"531603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,895,498,402,177,25,12,0,44.55,24.79,20.01,8.81,1.24,0.6,0
"06037531604","14000US06037531604","Census Tract 5316.04","Census Tract 5316.04, Los Angeles County, California","ca","140","00","ACSSF","0005425",,,,,"06","037",,,,"531604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153,1183,364,485,91,30,0,0,54.95,16.91,22.53,4.23,1.39,0,0
"06037531701","14000US06037531701","Census Tract 5317.01","Census Tract 5317.01, Los Angeles County, California","ca","140","00","ACSSF","0005426",,,,,"06","037",,,,"531701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3267,1562,914,663,81,35,12,0,47.81,27.98,20.29,2.48,1.07,0.37,0
"06037531702","14000US06037531702","Census Tract 5317.02","Census Tract 5317.02, Los Angeles County, California","ca","140","00","ACSSF","0005427",,,,,"06","037",,,,"531702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059,1360,979,540,127,32,21,0,44.46,32,17.65,4.15,1.05,0.69,0
"06037531800","14000US06037531800","Census Tract 5318","Census Tract 5318, Los Angeles County, California","ca","140","00","ACSSF","0005428",,,,,"06","037",,,,"531800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331,1881,701,499,179,10,61,0,56.47,21.04,14.98,5.37,0.3,1.83,0
"06037531901","14000US06037531901","Census Tract 5319.01","Census Tract 5319.01, Los Angeles County, California","ca","140","00","ACSSF","0005429",,,,,"06","037",,,,"531901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3975,1848,1030,782,270,27,18,0,46.49,25.91,19.67,6.79,0.68,0.45,0
"06037531902","14000US06037531902","Census Tract 5319.02","Census Tract 5319.02, Los Angeles County, California","ca","140","00","ACSSF","0005430",,,,,"06","037",,,,"531902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3157,1196,1092,497,235,127,10,0,37.88,34.59,15.74,7.44,4.02,0.32,0
"06037532001","14000US06037532001","Census Tract 5320.01","Census Tract 5320.01, Los Angeles County, California","ca","140","00","ACSSF","0005431",,,,,"06","037",,,,"532001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,850,533,447,166,20,8,0,42,26.33,22.08,8.2,0.99,0.4,0
"06037532002","14000US06037532002","Census Tract 5320.02","Census Tract 5320.02, Los Angeles County, California","ca","140","00","ACSSF","0005432",,,,,"06","037",,,,"532002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069,796,572,466,178,43,9,5,38.47,27.65,22.52,8.6,2.08,0.43,0.24
"06037532101","14000US06037532101","Census Tract 5321.01","Census Tract 5321.01, Los Angeles County, California","ca","140","00","ACSSF","0005433",,,,,"06","037",,,,"532101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255,1355,1575,855,333,122,15,0,31.84,37.02,20.09,7.83,2.87,0.35,0
"06037532102","14000US06037532102","Census Tract 5321.02","Census Tract 5321.02, Los Angeles County, California","ca","140","00","ACSSF","0005434",,,,,"06","037",,,,"532102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529,631,737,706,346,79,23,7,24.95,29.14,27.92,13.68,3.12,0.91,0.28
"06037532200","14000US06037532200","Census Tract 5322","Census Tract 5322, Los Angeles County, California","ca","140","00","ACSSF","0005435",,,,,"06","037",,,,"532200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484,1434,1376,1265,319,62,9,19,31.98,30.69,28.21,7.11,1.38,0.2,0.42
"06037532302","14000US06037532302","Census Tract 5323.02","Census Tract 5323.02, Los Angeles County, California","ca","140","00","ACSSF","0005436",,,,,"06","037",,,,"532302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030,1318,671,805,175,30,0,31,43.5,22.15,26.57,5.78,0.99,0,1.02
"06037532303","14000US06037532303","Census Tract 5323.03","Census Tract 5323.03, Los Angeles County, California","ca","140","00","ACSSF","0005437",,,,,"06","037",,,,"532303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3254,1384,730,720,406,0,0,14,42.53,22.43,22.13,12.48,0,0,0.43
"06037532304","14000US06037532304","Census Tract 5323.04","Census Tract 5323.04, Los Angeles County, California","ca","140","00","ACSSF","0005438",,,,,"06","037",,,,"532304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861,1013,700,766,248,115,11,8,35.41,24.47,26.77,8.67,4.02,0.38,0.28
"06037532400","14000US06037532400","Census Tract 5324","Census Tract 5324, Los Angeles County, California","ca","140","00","ACSSF","0005439",,,,,"06","037",,,,"532400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,7,16,4,0,0,0,10,23.33,53.33,13.33,0,0,0
"06037532500","14000US06037532500","Census Tract 5325","Census Tract 5325, Los Angeles County, California","ca","140","00","ACSSF","0005440",,,,,"06","037",,,,"532500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593,1214,631,571,144,33,0,0,46.82,24.33,22.02,5.55,1.27,0,0
